checking account status,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,employment,Installment,status n sex,Other debtors / guarantors,residence,Property,Age in years,Other installment plans,Housing,existing credits no.,Job,liability responsibles,Telephone,foreign worker,Category
less_than_0_DM,14,existing_credits_paid_duly,car_new,3973,less_than_100_DM,unemployed,1,male_single,none,4,unknown_no_property,22,none,for_free,1,skilled_employee,1,none,yes,0
0_to_200_DM,12,existing_credits_paid_duly,car_new,888,less_than_100_DM,greater_than_7_years,4,male_single,none,4,car_other,41,bank,own,1,unskilled_resident,2,none,yes,1
no_checking_account,48,existing_credits_paid_duly,radio_tv,10222,unknown_no_savings,4_to_7_years,4,male_single,none,3,car_other,37,stores,own,1,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,30,no_credits_taken,business,4221,less_than_100_DM,1_to_4_years,2,female_divorced_separated_married,none,1,car_other,28,none,own,2,skilled_employee,1,none,yes,0
0_to_200_DM,18,critical_account,furniture,6361,less_than_100_DM,greater_than_7_years,2,male_single,none,1,unknown_no_property,41,none,own,1,skilled_employee,1,yes_registered,yes,0
greater_than_200_DM,12,existing_credits_paid_duly,radio_tv,1297,less_than_100_DM,1_to_4_years,3,male_married_widowed,none,4,real_estate,23,none,rent,1,skilled_employee,1,none,yes,0
less_than_0_DM,12,existing_credits_paid_duly,car_new,900,unknown_no_savings,1_to_4_years,4,male_married_widowed,none,2,car_other,23,none,own,1,skilled_employee,1,none,yes,1
no_checking_account,21,existing_credits_paid_duly,furniture,2241,less_than_100_DM,greater_than_7_years,4,male_single,none,2,real_estate,50,none,own,2,skilled_employee,1,none,yes,0
0_to_200_DM,6,delay_in_paying,furniture,1050,less_than_100_DM,unemployed,4,male_single,none,1,savings_insurance,35,stores,own,2,management_self_employed,1,yes_registered,yes,0
greater_than_200_DM,6,critical_account,education,1047,less_than_100_DM,1_to_4_years,2,female_divorced_separated_married,none,4,savings_insurance,50,none,own,1,unskilled_resident,1,none,yes,0
no_checking_account,24,critical_account,others,6314,less_than_100_DM,unemployed,4,male_single,co_applicant,2,unknown_no_property,27,bank,own,2,management_self_employed,1,yes_registered,yes,0
0_to_200_DM,30,all_credits_paid_duly,furniture,3496,greater_than_1000_DM,1_to_4_years,4,male_single,none,2,car_other,34,stores,own,1,skilled_employee,2,yes_registered,yes,0
no_checking_account,48,all_credits_paid_duly,business,3609,less_than_100_DM,1_to_4_years,1,female_divorced_separated_married,none,1,real_estate,27,stores,own,1,skilled_employee,1,none,yes,0
less_than_0_DM,12,critical_account,car_new,4843,less_than_100_DM,greater_than_7_years,3,male_single,co_applicant,4,savings_insurance,43,none,rent,2,skilled_employee,1,yes_registered,yes,1
greater_than_200_DM,30,critical_account,radio_tv,3017,less_than_100_DM,greater_than_7_years,4,male_single,none,4,savings_insurance,47,none,own,1,skilled_employee,1,none,yes,0
no_checking_account,24,critical_account,business,4139,100_to_500_DM,1_to_4_years,3,male_single,none,3,savings_insurance,27,none,own,2,unskilled_resident,1,yes_registered,yes,0
no_checking_account,36,existing_credits_paid_duly,business,5742,100_to_500_DM,4_to_7_years,2,male_single,none,2,car_other,31,none,own,2,skilled_employee,1,yes_registered,yes,0
no_checking_account,60,existing_credits_paid_duly,car_new,10366,less_than_100_DM,greater_than_7_years,2,male_single,none,4,savings_insurance,42,none,own,1,management_self_employed,1,yes_registered,yes,0
no_checking_account,6,critical_account,car_new,2080,500_to_1000_DM,1_to_4_years,1,male_married_widowed,none,2,car_other,24,none,own,1,skilled_employee,1,none,yes,0
no_checking_account,21,delay_in_paying,business,2580,500_to_1000_DM,less_than_1_year,4,male_single,none,2,real_estate,41,bank,own,1,unskilled_resident,2,none,yes,1
no_checking_account,30,critical_account,radio_tv,4530,less_than_100_DM,4_to_7_years,4,female_divorced_separated_married,none,4,car_other,26,none,rent,1,management_self_employed,1,yes_registered,yes,0
no_checking_account,24,critical_account,furniture,5150,less_than_100_DM,greater_than_7_years,4,male_single,none,4,car_other,33,none,own,1,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,72,existing_credits_paid_duly,radio_tv,5595,100_to_500_DM,1_to_4_years,2,male_married_widowed,none,2,car_other,24,none,own,1,skilled_employee,1,none,yes,1
less_than_0_DM,24,existing_credits_paid_duly,radio_tv,2384,less_than_100_DM,greater_than_7_years,4,male_single,none,4,real_estate,64,bank,rent,1,unskilled_resident,1,none,yes,0
no_checking_account,18,existing_credits_paid_duly,radio_tv,1453,less_than_100_DM,less_than_1_year,3,female_divorced_separated_married,none,1,real_estate,26,none,own,1,skilled_employee,1,none,yes,0
no_checking_account,6,existing_credits_paid_duly,education,1538,less_than_100_DM,less_than_1_year,1,female_divorced_separated_married,none,2,unknown_no_property,56,none,own,1,skilled_employee,1,none,yes,0
no_checking_account,12,existing_credits_paid_duly,radio_tv,2279,unknown_no_savings,1_to_4_years,4,male_single,none,4,unknown_no_property,37,none,for_free,1,skilled_employee,1,yes_registered,yes,0
no_checking_account,15,delay_in_paying,radio_tv,1478,less_than_100_DM,1_to_4_years,4,male_married_widowed,none,3,real_estate,33,bank,own,2,skilled_employee,1,none,yes,0
no_checking_account,24,critical_account,radio_tv,5103,less_than_100_DM,less_than_1_year,3,male_married_widowed,none,3,unknown_no_property,47,none,for_free,3,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,36,delay_in_paying,business,9857,100_to_500_DM,4_to_7_years,1,male_single,none,3,savings_insurance,31,none,own,2,unskilled_resident,2,yes_registered,yes,0
no_checking_account,60,existing_credits_paid_duly,car_new,6527,unknown_no_savings,1_to_4_years,4,male_single,none,4,unknown_no_property,34,none,for_free,1,skilled_employee,2,yes_registered,yes,0
greater_than_200_DM,10,critical_account,radio_tv,1347,unknown_no_savings,4_to_7_years,4,male_single,none,2,savings_insurance,27,none,own,2,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,36,delay_in_paying,car_new,2862,100_to_500_DM,greater_than_7_years,4,male_single,none,3,unknown_no_property,30,none,for_free,1,skilled_employee,1,none,yes,0
no_checking_account,9,existing_credits_paid_duly,radio_tv,2753,100_to_500_DM,greater_than_7_years,3,male_single,co_applicant,4,car_other,35,none,own,1,skilled_employee,1,yes_registered,yes,0
less_than_0_DM,12,existing_credits_paid_duly,car_new,3651,greater_than_1000_DM,1_to_4_years,1,male_single,none,3,savings_insurance,31,none,own,1,skilled_employee,2,none,yes,0
less_than_0_DM,15,critical_account,furniture,975,less_than_100_DM,1_to_4_years,2,male_divorced_separated,none,3,savings_insurance,25,none,own,2,skilled_employee,1,none,yes,0
0_to_200_DM,15,existing_credits_paid_duly,repairs,2631,100_to_500_DM,1_to_4_years,3,female_divorced_separated_married,none,2,real_estate,25,none,own,1,unskilled_resident,1,none,yes,0
0_to_200_DM,24,existing_credits_paid_duly,radio_tv,2896,100_to_500_DM,less_than_1_year,2,male_single,none,1,car_other,29,none,own,1,skilled_employee,1,none,yes,0
less_than_0_DM,6,critical_account,car_new,4716,unknown_no_savings,less_than_1_year,1,male_single,none,3,real_estate,44,none,own,2,unskilled_resident,2,none,yes,0
no_checking_account,24,existing_credits_paid_duly,radio_tv,2284,less_than_100_DM,4_to_7_years,4,male_single,none,2,car_other,28,none,own,1,skilled_employee,1,yes_registered,yes,0
no_checking_account,6,existing_credits_paid_duly,car_used,1236,500_to_1000_DM,1_to_4_years,2,male_single,none,4,savings_insurance,50,none,rent,1,skilled_employee,1,none,yes,0
0_to_200_DM,12,existing_credits_paid_duly,radio_tv,1103,less_than_100_DM,4_to_7_years,4,male_single,guarantor,3,real_estate,29,none,own,2,skilled_employee,1,none,no,0
no_checking_account,12,critical_account,car_new,926,less_than_100_DM,unemployed,1,female_divorced_separated_married,none,2,savings_insurance,38,none,own,1,unemployed_unskilled_non_resident,1,none,yes,0
no_checking_account,18,critical_account,radio_tv,1800,less_than_100_DM,1_to_4_years,4,male_single,none,2,car_other,24,none,own,2,skilled_employee,1,none,yes,0
greater_than_200_DM,15,existing_credits_paid_duly,education,1905,less_than_100_DM,greater_than_7_years,4,male_single,none,4,car_other,40,none,rent,1,management_self_employed,1,yes_registered,yes,0
no_checking_account,12,existing_credits_paid_duly,furniture,1123,500_to_1000_DM,1_to_4_years,4,female_divorced_separated_married,none,4,car_other,29,none,rent,1,unskilled_resident,1,none,yes,1
less_than_0_DM,48,critical_account,car_used,6331,less_than_100_DM,greater_than_7_years,4,male_single,none,4,unknown_no_property,46,none,for_free,2,skilled_employee,1,yes_registered,yes,1
greater_than_200_DM,24,existing_credits_paid_duly,radio_tv,1377,100_to_500_DM,greater_than_7_years,4,female_divorced_separated_married,none,2,unknown_no_property,47,none,for_free,1,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,30,delay_in_paying,business,2503,100_to_500_DM,greater_than_7_years,4,male_single,none,2,savings_insurance,41,stores,own,2,skilled_employee,1,none,yes,0
0_to_200_DM,27,existing_credits_paid_duly,business,2528,less_than_100_DM,less_than_1_year,4,female_divorced_separated_married,none,1,savings_insurance,32,none,own,1,skilled_employee,2,yes_registered,yes,0
no_checking_account,15,existing_credits_paid_duly,car_new,5324,500_to_1000_DM,greater_than_7_years,1,female_divorced_separated_married,none,4,unknown_no_property,35,none,for_free,1,skilled_employee,1,none,yes,0
0_to_200_DM,48,existing_credits_paid_duly,car_new,6560,100_to_500_DM,4_to_7_years,3,male_single,none,2,savings_insurance,24,none,own,1,skilled_employee,1,none,yes,1
0_to_200_DM,12,no_credits_taken,furniture,2969,less_than_100_DM,less_than_1_year,4,female_divorced_separated_married,none,3,savings_insurance,25,none,rent,2,skilled_employee,1,none,yes,1
0_to_200_DM,9,existing_credits_paid_duly,radio_tv,1206,less_than_100_DM,greater_than_7_years,4,female_divorced_separated_married,none,4,real_estate,25,none,own,1,skilled_employee,1,none,yes,0
0_to_200_DM,9,existing_credits_paid_duly,radio_tv,2118,less_than_100_DM,1_to_4_years,2,male_single,none,2,real_estate,37,none,own,1,unskilled_resident,2,none,yes,0
no_checking_account,18,critical_account,radio_tv,629,500_to_1000_DM,greater_than_7_years,4,male_single,none,3,savings_insurance,32,bank,own,2,management_self_employed,1,yes_registered,yes,0
less_than_0_DM,6,all_credits_paid_duly,education,1198,less_than_100_DM,greater_than_7_years,4,female_divorced_separated_married,none,4,unknown_no_property,35,none,for_free,1,skilled_employee,1,none,yes,1
no_checking_account,21,existing_credits_paid_duly,car_used,2476,unknown_no_savings,greater_than_7_years,4,male_single,none,4,real_estate,46,none,own,1,management_self_employed,1,yes_registered,yes,0
less_than_0_DM,9,critical_account,radio_tv,1138,less_than_100_DM,1_to_4_years,4,male_single,none,4,real_estate,25,none,own,2,unskilled_resident,1,none,yes,0
0_to_200_DM,60,existing_credits_paid_duly,car_new,14027,less_than_100_DM,4_to_7_years,4,male_single,none,2,unknown_no_property,27,none,own,1,management_self_employed,1,yes_registered,yes,1
no_checking_account,30,critical_account,car_used,7596,unknown_no_savings,greater_than_7_years,1,male_single,none,4,car_other,63,none,own,2,skilled_employee,1,none,yes,0
no_checking_account,30,critical_account,radio_tv,3077,unknown_no_savings,greater_than_7_years,3,male_single,none,2,car_other,40,none,own,2,skilled_employee,2,yes_registered,yes,0
no_checking_account,18,existing_credits_paid_duly,radio_tv,1505,less_than_100_DM,1_to_4_years,4,male_single,none,2,unknown_no_property,32,none,for_free,1,management_self_employed,1,yes_registered,yes,0
greater_than_200_DM,24,critical_account,radio_tv,3148,unknown_no_savings,1_to_4_years,3,male_single,none,2,car_other,31,none,own,2,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,20,no_credits_taken,car_used,6148,100_to_500_DM,greater_than_7_years,3,male_married_widowed,none,4,car_other,31,bank,own,2,skilled_employee,1,yes_registered,yes,0
greater_than_200_DM,9,no_credits_taken,radio_tv,1337,less_than_100_DM,less_than_1_year,4,male_single,none,2,car_other,34,none,own,2,management_self_employed,1,yes_registered,yes,1
0_to_200_DM,6,all_credits_paid_duly,education,433,greater_than_1000_DM,less_than_1_year,4,female_divorced_separated_married,none,2,savings_insurance,24,bank,rent,1,skilled_employee,2,none,yes,1
less_than_0_DM,12,existing_credits_paid_duly,car_new,1228,less_than_100_DM,1_to_4_years,4,female_divorced_separated_married,none,2,real_estate,24,none,own,1,unskilled_resident,1,none,yes,1
0_to_200_DM,9,existing_credits_paid_duly,radio_tv,790,500_to_1000_DM,1_to_4_years,4,female_divorced_separated_married,none,3,real_estate,66,none,own,1,unskilled_resident,1,none,yes,0
no_checking_account,27,existing_credits_paid_duly,car_new,2570,less_than_100_DM,1_to_4_years,3,female_divorced_separated_married,none,3,real_estate,21,none,rent,1,skilled_employee,1,none,yes,1
no_checking_account,6,critical_account,car_new,250,greater_than_1000_DM,1_to_4_years,2,female_divorced_separated_married,none,2,real_estate,41,bank,own,2,unskilled_resident,1,none,yes,0
no_checking_account,15,critical_account,radio_tv,1316,500_to_1000_DM,1_to_4_years,2,male_married_widowed,none,2,savings_insurance,47,none,own,2,unskilled_resident,1,none,yes,0
less_than_0_DM,18,existing_credits_paid_duly,radio_tv,1882,less_than_100_DM,1_to_4_years,4,female_divorced_separated_married,none,4,car_other,25,bank,rent,2,skilled_employee,1,none,yes,1
0_to_200_DM,48,all_credits_paid_duly,business,6416,less_than_100_DM,greater_than_7_years,4,female_divorced_separated_married,none,3,unknown_no_property,59,none,rent,1,skilled_employee,1,none,yes,1
greater_than_200_DM,24,critical_account,business,1275,greater_than_1000_DM,1_to_4_years,2,male_divorced_separated,none,4,real_estate,36,none,own,2,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,24,delay_in_paying,radio_tv,6403,less_than_100_DM,less_than_1_year,1,male_single,none,2,car_other,33,none,own,1,skilled_employee,1,none,yes,0
less_than_0_DM,24,existing_credits_paid_duly,radio_tv,1987,less_than_100_DM,1_to_4_years,2,male_single,none,4,real_estate,21,none,rent,1,unskilled_resident,2,none,yes,1
0_to_200_DM,8,existing_credits_paid_duly,radio_tv,760,less_than_100_DM,4_to_7_years,4,female_divorced_separated_married,guarantor,2,real_estate,44,none,own,1,unskilled_resident,1,none,yes,0
no_checking_account,24,existing_credits_paid_duly,car_used,2603,greater_than_1000_DM,1_to_4_years,2,female_divorced_separated_married,none,4,car_other,28,none,rent,1,skilled_employee,1,yes_registered,yes,0
no_checking_account,4,critical_account,car_new,3380,less_than_100_DM,4_to_7_years,1,female_divorced_separated_married,none,1,real_estate,37,none,own,1,skilled_employee,2,none,yes,0
0_to_200_DM,36,all_credits_paid_duly,domestic_appliances,3990,unknown_no_savings,less_than_1_year,3,female_divorced_separated_married,none,2,unknown_no_property,29,bank,own,1,unemployed_unskilled_non_resident,1,none,yes,0
0_to_200_DM,24,existing_credits_paid_duly,car_used,11560,less_than_100_DM,1_to_4_years,1,female_divorced_separated_married,none,4,car_other,23,none,rent,2,management_self_employed,1,none,yes,1
less_than_0_DM,18,existing_credits_paid_duly,car_new,4380,100_to_500_DM,1_to_4_years,3,male_single,none,4,car_other,35,none,own,1,unskilled_resident,2,yes_registered,yes,0
no_checking_account,6,critical_account,car_new,6761,less_than_100_DM,4_to_7_years,1,male_single,none,3,unknown_no_property,45,none,own,2,management_self_employed,2,yes_registered,yes,0
0_to_200_DM,30,no_credits_taken,business,4280,100_to_500_DM,1_to_4_years,4,female_divorced_separated_married,none,4,car_other,26,none,rent,2,unskilled_resident,1,none,yes,1
less_than_0_DM,24,all_credits_paid_duly,car_new,2325,100_to_500_DM,4_to_7_years,2,male_single,none,3,car_other,32,bank,own,1,skilled_employee,1,none,yes,0
0_to_200_DM,10,all_credits_paid_duly,radio_tv,1048,less_than_100_DM,1_to_4_years,4,male_single,none,4,real_estate,23,stores,own,1,unskilled_resident,1,none,yes,0
no_checking_account,21,existing_credits_paid_duly,radio_tv,3160,unknown_no_savings,greater_than_7_years,4,male_single,none,3,savings_insurance,41,none,own,1,skilled_employee,1,yes_registered,yes,0
less_than_0_DM,24,all_credits_paid_duly,furniture,2483,500_to_1000_DM,1_to_4_years,4,male_single,none,4,real_estate,22,stores,own,1,skilled_employee,1,yes_registered,yes,0
less_than_0_DM,39,critical_account,furniture,14179,unknown_no_savings,4_to_7_years,4,male_single,none,4,savings_insurance,30,none,own,2,management_self_employed,1,yes_registered,yes,0
less_than_0_DM,13,critical_account,business,1797,less_than_100_DM,less_than_1_year,3,male_single,none,1,savings_insurance,28,bank,own,2,unskilled_resident,1,none,yes,0
less_than_0_DM,15,existing_credits_paid_duly,car_new,2511,less_than_100_DM,unemployed,1,female_divorced_separated_married,none,4,car_other,23,none,rent,1,skilled_employee,1,none,yes,0
less_than_0_DM,12,existing_credits_paid_duly,car_new,1274,less_than_100_DM,less_than_1_year,3,female_divorced_separated_married,none,1,real_estate,37,none,own,1,unskilled_resident,1,none,yes,1
